"Protein"	"Organism"	"AA_1.Intensity"	"AA_2.Intensity"	"AA_3.Intensity"	"AB_1.Intensity"	"AB_2.Intensity"	"AG_1.Intensity"	"AG_2.Intensity"	"BA_1.Intensity"	"BA_2.Intensity"	"BA_3.Intensity"	"BB_2.Intensity"	"BB_3.Intensity"	"BG_1.Intensity"	"BG_2.Intensity"
"sp|P25369|LSB5_YEAST"	"YEAST"	1015772.75	1000827.8	923715.25	1031666.94	956197.2	860871.56	915761.6	543320.7	454477.88	451895.8	538321.75	513106.84	340336.03	485633.97
"sp|P25371|ADP1_YEAST"	"YEAST"	354792.47	489110.5	428234.2	366389.16	352348.62	318914.1	438450.8	178298.81	181478.31	72820.34	153982.48	138721.4	113491.49	109344.67
"sp|P25373|GLRX1_YEAST"	"YEAST"	4906318.5	4583756.5	4026937.2	4390840.5	4257646	4661446.5	4442452	2538470	2469009	1877544.9	2290171.2	1893169.2	2333876	2383894
"sp|P25374|NFS1_YEAST"	"YEAST"	1226407.2	749982.9	622575.7	483984.5	671139.8	647675.44	634755.44	575370.1	202521.16	347396.47	202335.19	154469.47	539351.44	904261.56
"sp|P25375|PRTD_YEAST"	"YEAST"	3158542.8	3338157.5	3119133.2	2731999.2	2969512	2773244.5	3053589	1614496.6	1679714.8	1285939.2	1655562.8	1524724	1374936.5	1398834.2
"sp|P25376|AGP1_YEAST"	"YEAST"	0	0	0	0	0	0	12956.9375	0	0	0	0	0	0	0
"sp|P25378|RHEB_YEAST"	"YEAST"	162901.83	152757.27	174794.58	150906.34	151694.28	155830.25	170880.6	30778.73	29582.91	27495.936	28103.447	29206.87	31044.887	32406.68
"sp|P25381|RRT12_YEAST"	"YEAST"	203035.7	147288.11	119231.63	151764.66	165618.83	206196.44	205861.7	168841.06	116961.33	230379.84	169947.23	199634.77	173302.1	166146.12
"sp|P25382|NLE1_YEAST"	"YEAST"	567679.94	41158.49	528835.9	509327.56	60628.324	585332.56	584906.2	0	0	25878.123	16870.078	26069.62	37217.434	31745.883
"sp|P25385|BOS1_YEAST"	"YEAST"	341309.34	310661.6	202050.84	289788.66	194719.56	287729.88	244671.4	0	191820.84	102337.516	0	52348.703	224351.4	0
"sp|P25386|USO1_YEAST"	"YEAST"	2665756.8	2798365.8	2776118.8	2733394	2692305.8	2896100.8	2563833.5	1723856	1821723.2	1869316	2105105	1839798	1666994.6	2004767.2
"sp|P25441|RPC4_YEAST"	"YEAST"	301163.22	274108.94	252024.47	308074.5	274800.4	256495.1	296703.03	103366.42	86967.62	95864.92	125396.41	147398.62	85745.945	100997.05
"sp|P25443|RS2_YEAST"	"YEAST"	23181516	27116974	29302414	25848124	26870142	25179834	24661998	14344158	13544773	15355402	12509792	12423746	13651119	12627725
"sp|P25451|PSB3_YEAST"	"YEAST"	1253256.9	1246441.8	1415272.2	1098854.5	1081788.6	1174281.5	1127188.9	793744.2	817593.8	869682.2	801051.8	753150.8	717112.2	748573.5
"sp|P25454|RAD51_YEAST"	"YEAST"	85426.305	96445.44	0	0	191970.4	136391.22	103468.16	0	63695.523	40224.824	100309.22	0	0	72675.48
"sp|P25491|MAS5_YEAST"	"YEAST"	5534399.5	5686452	5499808	4943790	4928782	5056852.5	5096199.5	3139884	3101104.2	2619532.8	2679368.8	2668536.2	2617303.5	2561776.8
"sp|P25555|GBP2_YEAST"	"YEAST"	445417.22	374966.75	475677.12	449671.34	445689.97	430683.06	602761.9	132725.1	253106.5	147499.58	167702.03	169755.9	293571.9	206851.73
"sp|P25558|BUD3_YEAST"	"YEAST"	308935	417135.5	339833.56	317852.25	188160.25	224663.06	154648.05	87476.68	107909.61	189542.6	163596.62	31317.35	154458.02	87606.36
"sp|P25559|DCC1_YEAST"	"YEAST"	115922.72	112142.11	118693.984	46427.203	36470.305	65250.906	219445.9	0	0	0	0	0	0	0
"sp|P25560|RER1_YEAST"	"YEAST"	834560.06	926709.9	827067.25	808157.1	724257.9	804045.3	748600.06	230140.19	293519.78	265412.06	237392.45	230213.73	455380.9	336307.5
"sp|P25566|MXR2_YEAST"	"YEAST"	301102	307652.06	324409.56	298818.62	325849.94	276681.66	384366.1	100189.58	219166.9	109151.42	105794.02	105612.17	101757.52	105780.055
"sp|P25567|SRO9_YEAST"	"YEAST"	1667850.1	1806092.1	1807196.9	1555136.4	1495977.8	1569828.5	1593214.2	1005791.75	933292.9	996144.8	776052.56	818282.3	762928.3	845160.8
"sp|P25568|ATG22_YEAST"	"YEAST"	0	31962.836	0	35467.4	0	0	29030.705	0	0	0	0	0	0	0
"sp|P25569|GID7_YEAST"	"YEAST"	328866.34	345319.03	250217.47	291508.12	280137.88	325512	312026.22	314059.94	65492.97	224351.67	170831.06	43947.496	95891.35	152687.97
"sp|P25573|MGR1_YEAST"	"YEAST"	133411.5	118623.59	118754.73	1042529.4	116272.375	113957.97	1720862.5	75714.88	154216.72	102092.78	59706.18	73808.266	55538.242	109919.02
"sp|P25574|EMC1_YEAST"	"YEAST"	1489560	1481448.9	1386498.5	1437681.5	1317942.2	1477097.1	1257560.4	614975.75	577789.3	699109.7	576574.25	431381.25	532544.3	698986.25
"sp|P25576|POF1_YEAST"	"YEAST"	86034.48	0	0	96557.805	0	0	98007.23	55835.96	0	0	0	53247.234	0	63970.273
"sp|P25580|PBN1_YEAST"	"YEAST"	224498.88	313205.97	217257.88	290576	449501.4	444957.9	340497.06	75012.65	110560.4	11196.738	92433.95	35036.465	117563.92	60950.633
"sp|P25582|SPB1_YEAST"	"YEAST"	226035.78	280096.97	446954.75	270782.94	180958.94	339399.94	263900.8	167210.36	193872.47	146533.61	164830.97	112232.96	103117.01	206823.2
"sp|P25586|KRR1_YEAST"	"YEAST"	315516.75	300877.72	399538.78	326942.78	335723.28	233562.95	241606.28	253649.45	219224.16	137254.89	224714.77	137583.11	134793.9	131860.38
"sp|P25588|MRC1_YEAST"	"YEAST"	33177.87	30906.754	98484.06	61902.062	78566.24	0	25891.545	0	0	0	0	0	0	0
"sp|P25605|ILV6_YEAST"	"YEAST"	1324960.6	1279753.6	1417218.4	1426439.5	1233003.2	1332663.8	1316739.2	683108.3	714147.56	778014.4	689142.44	691972.1	622542.1	644224.56
"sp|P25608|YCZ2_YEAST"	"YEAST"	478454.38	50668.54	299142.38	0	74727.15	0	469760.5	111162.266	0	163839.38	0	0	454766.06	385477.28
"sp|P25617|YCQ6_YEAST"	"YEAST"	466943.06	495482.12	526567.9	498866.5	527984.56	524465	420836.72	199079.47	202742.47	94862.44	130698.72	212951.38	142918.44	256035.17
"sp|P25618|CWH43_YEAST"	"YEAST"	96633.29	91456.5	96886.96	82839.836	74093.66	99695.67	83429.86	0	0	0	52248.945	0	49331.617	0
"sp|P25619|HSP30_YEAST"	"YEAST"	4275906	5890596	5051171.5	3924682.2	5165988	5346489.5	4611011	4203521.5	3357390	2324955.5	2293566.5	3629074.5	4150009.5	2918518.8
"sp|P25623|SYP1_YEAST"	"YEAST"	1728581.4	1814592.5	2656093	2768078.5	1942506.1	1624785.8	2197001.5	956549.7	1277928.1	985831.25	2022569.1	1702570.1	1057201.1	2058896.5
"sp|P25625|PER1_YEAST"	"YEAST"	84805.125	76480.914	106595.51	81262.57	96937.74	93668.61	114607.71	35678.445	39035.785	46785.773	49256.23	0	0	42394.465
"sp|P25626|IMG1_YEAST"	"YEAST"	0	0	71463.4	78761.664	0	76272.53	0	0	0	0	0	0	28718.86	0
"sp|P25627|BUD23_YEAST"	"YEAST"	38567.168	79066.8	0	0	41934.93	0	44603.11	0	0	0	0	0	0	0
"sp|P25628|ARE1_YEAST"	"YEAST"	107269.24	112177.32	141030.55	115886.8	112020.78	125662.48	122640.766	0	0	0	0	0	0	59450.875
"sp|P25631|YCU1_YEAST"	"YEAST"	985037.4	1059969.6	1009171.4	958059.44	952273.9	933609.3	995894.9	539486.75	623730.44	541504.6	538718.1	606494.25	536055.25	531572
"sp|P25632|RSC6_YEAST"	"YEAST"	65999.93	51371.293	60142.914	0	44755.582	47048.375	37226.008	62102.668	51890.89	0	0	0	0	0
"sp|P25637|YIH1_YEAST"	"YEAST"	30479.154	41676.375	40821.74	39772.04	49557.188	44420.664	45156.383	19891.219	16605.877	21043.314	21972.201	24471.959	25298.346	20881.504
"sp|P25638|TAH1_YEAST"	"YEAST"	446112.2	597148.2	610667.06	519178.9	560238.7	569231.94	573310.9	554678.3	561576	328011.88	0	24808.5	675378.8	643068.94
"sp|P25639|YCV1_YEAST"	"YEAST"	46965.31	59665.63	0	50833.08	0	0	0	0	0	0	0	0	0	0
"sp|P25641|ATG15_YEAST"	"YEAST"	0	0	0	122848.67	0	0	0	0	0	0	0	0	0	0
"sp|P25644|PAT1_YEAST"	"YEAST"	443630.06	348208.25	414976.03	272162.4	234850.6	339682.25	296286	248087.83	215708.81	224409.56	147263.67	188927.42	58099.56	149426.22
"sp|P25651|CSM1_YEAST"	"YEAST"	140038.1	125946.484	134246.08	118191.984	135810.19	131935.14	125666.42	78275.57	63572.52	0	62657.1	63779.633	48504.395	67125.73
"sp|P25654|YCY0_YEAST"	"YEAST"	18896.09	0	49267.45	0	33324.414	0	51275.12	0	0	0	0	0	0	0
"sp|P25655|NOT1_YEAST"	"YEAST"	1482717.6	2009863.9	1550781.1	1483894.2	1280931.1	1239799.6	1558489	790155.8	490516.72	431354.88	632457.44	679020.44	427708.88	534638.06
"sp|P25659|FUB1_YEAST"	"YEAST"	56687.84	48300.918	271132.1	50666.047	48789.16	158093.58	0	0	0	0	245418.28	28293.006	230990.64	135691.3
"sp|P25694|CDC48_YEAST"	"YEAST"	24854816	24822982	29501736	25161418	23952750	27755180	23798760	14474298	14418418	15637826	15081980	15101683	14517535	13741110
"sp|P25719|CYPC_YEAST"	"YEAST"	2279539.8	3612485.5	3164876.8	1895014.5	3056219.5	938011.25	3475129	732797.94	1259971	2612716.5	714345.6	598906.2	1066914.5	1260469.2
"sp|P25808|SPB4_YEAST"	"YEAST"	235110.38	134368.27	170821.56	274186.6	95980.82	191989.28	115646.375	104306.06	57229.492	21076.988	67949.29	32457.947	0	41999.92
"sp|P25847|MSH2_YEAST"	"YEAST"	204447.62	184432.34	242445.53	144715.3	127030.31	152011.34	240069.81	95181.94	810740.1	85054.64	74209.71	60336.336	81973.25	50354.812
"sp|P26263|PDC6_YEAST"	"YEAST"	0	91358.25	0	0	133631.75	84659.55	73551.18	1585438.5	0	0	0	0	0	0
"sp|P26321|RL5_YEAST"	"YEAST"	34799610	36162910	37519692	32367590	35378904	33691212	35726824	17109636	18118030	18938030	17987926	17830998	18523362	18403696
"sp|P26570|PPZ1_YEAST"	"YEAST"	590876.3	768114	1249190.4	360163.2	1331491.5	1195975	368691.72	1068102.5	631732.5	546548.6	0	514371.7	462318.72	379139.3
"sp|P26637|SYLC_YEAST"	"YEAST"	12066007	12238669	12442455	10897078	10860341	10899478	11414144	7275792.5	7208767.5	7053906	5933936	6762825.5	6144516	6909952
"sp|P26754|RFA2_YEAST"	"YEAST"	1164160.2	1158996.5	1269389.4	1259888.8	1325367.6	1381533.9	966721.94	671637.94	735082.25	614699.7	732873.44	614986.5	736428.3	659774.2
"sp|P26755|RFA3_YEAST"	"YEAST"	51056.332	90415.65	0	63166.67	0	0	0	0	0	43321.55	0	0	69418.4	0
"sp|P26783|RS5_YEAST"	"YEAST"	14842405	16244126	16709809	11308301	13647664	13973572	14544857	9070102	11310696	10212922	8632926	9671279	9637115	9688544
"sp|P26784|RL16A_YEAST"	"YEAST"	6439076	6769654	5554465.5	5393663	5925239.5	5383602	6232856.5	4144127	4528558	4511596	4134585.5	3051955.5	3556205.2	3818612
"sp|P26785|RL16B_YEAST"	"YEAST"	7059783.5	8122939	8128586.5	6215761	8000455.5	7644551.5	7646681	4492568.5	4426837	4551102	4304738.5	4529525.5	4565546.5	4276706
"sp|P26786|RS7A_YEAST"	"YEAST"	13157959	13368545	13294299	12164350	13176964	12880835	11868527	6682262	6867718	6509290	5942261	6007158	6292338.5	5929272.5
"sp|P26793|FEN1_YEAST"	"YEAST"	145720.72	131212.17	139726.5	109516.484	136584.34	123984.64	125737.445	94974.55	99690.94	79689.78	90397.625	0	109518.64	0
"sp|P27351|AP2B_YEAST"	"YEAST"	242525.8	147396.73	245317.78	114068.81	227619.62	180971.14	123618.58	133598.56	57576.34	177746.66	0	0	31059.021	0
"sp|P27466|KCC1_YEAST"	"YEAST"	406798.6	656512.25	558539.6	532027.8	446071.62	463330.47	411441.22	133252.56	276372.7	150703.03	218800.69	190154.95	187365.48	179373.97
"sp|P27472|GYS2_YEAST"	"YEAST"	24162334	24557666	25622530	4720076	4913952	4551715.5	5192449	21079520	2164670.8	21062870	21843902	2550826.5	20919116	22211348
"sp|P27476|NSR1_YEAST"	"YEAST"	3053848	2382923.8	1772574.9	1825658.6	2404637.2	3126979.2	2392101.5	1107984.2	1563511.2	979055.3	1359857.4	1300076.9	1042360.75	1035497.8
"sp|P27514|PHO91_YEAST"	"YEAST"	271896.9	194550.56	244060.06	249285.06	228067.1	216730.23	239162.39	119823.56	217870.25	154419.22	189205.11	186524.22	140095.17	178936.61
"sp|P27614|CBPS_YEAST"	"YEAST"	2079136.8	2349145.8	2468727	2011681	2192165.5	2402438.2	2213637	1026522.2	1030413.56	798792.5	907082.1	1129379.1	857508.3	897794.44
"sp|P27616|PUR7_YEAST"	"YEAST"	2892522.2	2983400	3197295.8	2650348	2334777.8	2696973	2554452.2	1620057	1720447.5	1587254.1	1520477.6	1444970.1	1509977.2	1580827.5
"sp|P27637|BUD14_YEAST"	"YEAST"	114179.51	106449.41	134687	65202.676	130289.64	96861.27	38950.832	0	0	51399.695	62098.875	43356.652	43999.902	0
"sp|P27692|SPT5_YEAST"	"YEAST"	3736136	3743719.2	3504919	3727561	3373400	3974899.5	3305949.2	2182195.2	2397429	2220698.8	2202817.5	2454462	2215459.5	2145777
"sp|P27705|MIG1_YEAST"	"YEAST"	371187.25	347762.97	317984.56	277870.3	289282.78	389834.88	304705.62	116017.01	88394.945	101039.18	74118.195	74827.85	98082.93	111252.734
"sp|P27801|PEP3_YEAST"	"YEAST"	108984.62	94186.82	99835.734	334368.38	85015.24	199143.52	82409.16	91820.86	87091.83	62022.44	0	200893.34	178943.72	146129.14
"sp|P27809|KRE2_YEAST"	"YEAST"	1513918.1	1402524.1	1458777.1	1430509.8	1443060.2	1454738.2	1335338.8	491849.53	485102.62	580643.3	683819	629529.4	557239.6	548180.6
"sp|P27810|KTR1_YEAST"	"YEAST"	361746.3	614731.6	643536.5	509042.2	768824.5	647727.8	548069.3	382725.8	427111.06	477703.38	287190.66	285163.72	384284.8	429924.2
"sp|P27825|CALX_YEAST"	"YEAST"	47322.66	36143.688	89886.59	33282.53	57037.11	44696.64	0	0	0	0	26354.418	0	0	0
"sp|P27882|ERV1_YEAST"	"YEAST"	191422.31	248927.78	364427	84933.914	296535	292310.75	95832.24	0	19052.438	0	42255.63	61770.797	34337.27	55285.65
"sp|P27929|NAM9_YEAST"	"YEAST"	20341.08	39459.855	0	0	32567.338	29057.154	0	0	0	0	0	0	0	0
"sp|P28000|RPAC2_YEAST"	"YEAST"	741964.44	667943.25	504870.7	582039.06	522302.7	642985.56	682106.5	241345.05	326579.5	344976	222947.34	327828.34	321492.5	354515.25
"sp|P28003|FUN19_YEAST"	"YEAST"	0	0	0	26151.27	36807.08	34702.895	0	0	0	0	0	0	0	0
"sp|P28007|GAR1_YEAST"	"YEAST"	1396096.6	1313779.4	1562270.6	1162454.1	1266963.9	1419804.6	1295242.5	782883.75	840751.4	867473.06	764300.56	755140.75	765769	765669.25
"sp|P28239|IPYR2_YEAST"	"YEAST"	26638.133	0	0	43820.32	0	46547.086	0	0	0	0	0	0	0	0
"sp|P28241|IDH2_YEAST"	"YEAST"	9223701	9538379	9516332	9205402	9129895	8718725	9435422	4631233	4660599	4551489.5	4525102.5	4711536	4410869.5	4408165
"sp|P28263|UBC8_YEAST"	"YEAST"	0	0	0	0	0	98712.95	0	0	0	0	0	0	0	0
"sp|P28272|PYRD_YEAST"	"YEAST"	4144085.8	3804213.2	3862109	3510015.8	3862242.5	3608784.8	3599170	1883670.9	2068936	1872513.5	1961934.1	2023178.8	2010781	1968774.5
"sp|P28273|OPLA_YEAST"	"YEAST"	624005.44	741133.7	589352.9	488255.97	399615.56	440947.75	564555.25	144485.9	344370.25	152902.38	329726.84	229684.42	485348.72	343225.06
"sp|P28274|URA7_YEAST"	"YEAST"	2515254	2752111.5	2178006.5	2471164.2	2226285.2	2526133.5	2270144.5	1133155.8	1229527.9	1070290.2	1097976.5	923931	1211078.4	1153402.9
"sp|P28319|CWP1_YEAST"	"YEAST"	320402.3	272470.84	266656.62	272435.84	236862.81	323917.75	253654.12	97950.96	87228.04	115659.65	145002.53	105723.31	134413	120071.89
"sp|P28320|YJU2_YEAST"	"YEAST"	117783.92	51528.57	0	35847.145	66148.13	0	45286.625	0	0	0	0	0	0	0
"sp|P28321|MGLL_YEAST"	"YEAST"	1185939.1	947960.44	840964.8	795422.9	845591.5	838727.9	831886.56	492601.8	464105.6	335903.4	345192.1	343508.47	310065.6	322872.28
"sp|P28495|CAPZA_YEAST"	"YEAST"	613779.1	657122.7	590094.94	558807.06	546387.3	578141.75	528507.25	132579.22	264462.84	135042.55	167001.8	251322.92	282537.62	218275.67
"sp|P28496|LAC1_YEAST"	"YEAST"	745570.44	842400.6	920585.4	697936.2	761896.06	707068.2	812411	469324.56	475624.62	499626.75	480441.03	461507.56	424582.97	461729.56
"sp|P28519|RAD14_YEAST"	"YEAST"	0	0	55263.156	314468.62	0	0	66128.87	0	0	0	0	0	0	0
"sp|P28625|YIM1_YEAST"	"YEAST"	1089703.4	1195924.5	756013.44	1002010.5	1045455.7	1145728.4	1148669.2	489221.06	514372.97	629243.4	671465.6	707236.5	706476.75	759950.8
"sp|P28707|SBA1_YEAST"	"YEAST"	1945463.4	2392757.8	2114142.8	2149787	1873588.5	2039613.6	2014195.5	1212117.5	1257113	1151365.5	1091187.6	1052034.6	1202315.5	1182730.9
"sp|P28737|MSP1_YEAST"	"YEAST"	125237.68	181214.45	171626.8	160668.1	181605.3	0	169264.05	116781.266	0	0	0	0	0	0
"sp|P28777|AROC_YEAST"	"YEAST"	4917108.5	4881033.5	5382222	4681900.5	4713055	4336119	4535645.5	2849974.5	2679105.5	2520160.2	2520192	2414025.8	2252102.8	2372803.5
"sp|P28789|HEM3_YEAST"	"YEAST"	420416.25	417080.53	413844.1	367918.56	283861.44	223398.23	397686.06	179986.81	169455.31	84389.61	151695.22	141863.69	153466.12	52738.473
"sp|P28791|SEC20_YEAST"	"YEAST"	38590.742	26627.156	32226.688	35986.082	37173.016	28120.357	30785.402	0	0	0	11384.6875	10826.379	0	0
"sp|P28795|PEX3_YEAST"	"YEAST"	306417.3	307567.94	87993.805	319376.25	136900.23	214452.14	277621.75	67308.555	88674.805	57756.4	186275.16	99350.75	125221.54	61225.816
"sp|P28817|HIBCH_YEAST"	"YEAST"	327477.88	236294.31	339351.5	182704.53	240936.98	217472.78	246628.55	118992.125	178477.14	107809.42	75423.25	55517.46	169852.97	0
"sp|P28834|IDH1_YEAST"	"YEAST"	8024108	8411384	7700959	7439388	5260791.5	8383723.5	7683334	3039949.2	2965355.5	5122619	2809516.2	4444757	5406566	5219810
"sp|P29029|CHIT_YEAST"	"YEAST"	173631.97	226054.23	160886.17	103523.19	125153.055	209383.06	119666.19	103592.625	145622.44	136252.61	127772.945	108848.59	151040.23	109550.15
"sp|P29055|TF2B_YEAST"	"YEAST"	135790	149326.94	140614.42	139333.77	223235.16	152586.94	137236.42	105928.305	0	96797.92	87610.24	73717.92	0	89180.54
"sp|P29295|HRR25_YEAST"	"YEAST"	1042997.4	831820.25	925567.4	871284.5	972941.2	802900.7	960874.9	483045.06	441192.9	383342.03	332579.7	484887.25	356617.1	453574.6
"sp|P29311|BMH1_YEAST"	"YEAST"	33733444	30315734	30691966	26232952	24660434	27211474	27047032	16554079	16840734	14994404	14527577	18092382	13935144	14347522
"sp|P29366|BEM1_YEAST"	"YEAST"	105095.48	75811.836	97530.3	96969.92	87664.54	99779.53	105206.56	46676.58	0	40191.863	42715.492	43994.234	40750.53	40663.043
"sp|P29453|RL8B_YEAST"	"YEAST"	9307917	9913866	9043688	9377249	8175815	9100806	9648548	5924500	5873044.5	5064459.5	4748530	4942971	5286822.5	4944133
"sp|P29468|PAP_YEAST"	"YEAST"	248381.56	368230.53	151202.3	194817.4	155847.56	160270.03	231043.25	73073.91	62795.484	69626.1	80753.61	58293.73	59649.074	62541.38
"sp|P29469|MCM2_YEAST"	"YEAST"	0	44233.336	30078.807	37830.684	0	0	33754.805	0	0	12610.051	0	0	0	0
"sp|P29478|SEC65_YEAST"	"YEAST"	365453.1	483069.6	395210.16	358855.22	380260.56	406360.62	443428.44	223961.4	131829.25	162171.78	158506.58	277730.66	291322.94	66200.81
"sp|P29496|MCM5_YEAST"	"YEAST"	65544.445	140499.03	227828.39	145171.98	53746.797	70782.53	69083.234	40174.54	60887.07	39774.996	159594.98	34260.977	37847.97	38151.46
"sp|P29509|TRXB1_YEAST"	"YEAST"	6956898	7278707	7867880	6829193	6462098.5	6610854.5	6026255.5	4126449.8	3740797.5	3768940	3156797.8	3327700.2	3583821.5	3348737.8
"sp|P29539|RIF1_YEAST"	"YEAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P29547|EF1G1_YEAST"	"YEAST"	5506480	5233386	5864499	4682389.5	4963770.5	4720040.5	4693004	3514375.2	3109810.2	3537026.5	2762548.5	2946593.8	2728884.2	2729157.8
"sp|P29703|FNTA_YEAST"	"YEAST"	190795.17	150712.8	120637.44	208196.25	168434.53	109715.234	181671.06	0	0	98319.34	111178.85	118173.28	0	0
"sp|P29704|ERG9_YEAST"	"YEAST"	5139512.5	5059375	1472585.1	4553782	3527841.2	4803090.5	4619681	2804745.8	2755340.2	2578176.8	2401496	2111282.2	2301105.2	2089201.6
"sp|P29952|MPI_YEAST"	"YEAST"	2097323.2	2455876.8	2036722.4	1887449	1976830.1	2165475.5	1278376.9	1389220.2	605977.2	621623.2	476646.3	445469.5	570380.25	614627.75
"sp|P30619|SEC1_YEAST"	"YEAST"	799610.6	829165.06	820647.4	149346.03	799853.1	801326.4	646857.6	0	0	743163.75	705800.2	727668.8	0	755129.75
"sp|P30624|LCF1_YEAST"	"YEAST"	4928739.5	4792399.5	4680286.5	4641155.5	4271936	4388923.5	4295442.5	2591967.2	2405308	2243497.5	2349821.5	2275026.5	2535823	2361511.5
"sp|P30656|PSB5_YEAST"	"YEAST"	392440.56	507553.06	450493.2	449272.2	477263.72	418388.62	382158	406916.3	297322.2	321461	388040.94	419365.3	385693.16	379628.62
"sp|P30657|PSB7_YEAST"	"YEAST"	535815.75	1037368.9	738811.3	530721.6	534495.44	475085.7	760061.94	203878.38	507255.7	350679.16	234775.34	174863.3	186611.56	256739.97
"sp|P30665|MCM4_YEAST"	"YEAST"	576209.2	653212.7	717785.8	580932.44	751267.1	681695.5	486315.2	372162.62	407736.6	465449.12	519406.16	516194.5	527908.2	351427.75
"sp|P30771|RENT1_YEAST"	"YEAST"	499712.62	412796.5	509818.5	349016.6	350177.44	481492.4	389505.94	165602.45	88795.484	55520.508	188800.72	178569.81	132130.72	197065.98
"sp|P30777|GPI10_YEAST"	"YEAST"	0	62616.086	0	122828.31	0	0	16908.35	0	0	0	0	0	0	0
"sp|P30822|XPO1_YEAST"	"YEAST"	712585.1	1092579.2	942007.6	645695.1	898655	866661.1	912797.3	353202.03	392988.8	425498.03	308891.34	421437.44	426401.34	465930.2
"sp|P30902|ATP7_YEAST"	"YEAST"	116811.42	120376.33	174833.97	170000.42	88930.11	162072.23	98989.055	54378.312	0	73118.445	0	76593.01	86972.46	35614.33
"sp|P30952|MLS1_YEAST"	"YEAST"	0	68097.96	0	103497.26	55993.15	104309.47	89338.94	167012.34	21946.338	155130.31	0	79180.47	136972.7	121613.695
"sp|P31109|SNC1_YEAST"	"YEAST"	348983.94	430277.6	390209.5	375923.6	376359.12	410918	380981.12	188235.12	216526.72	205083.66	195977.33	186528.36	191676.33	188888.48
"sp|P31115|PUS3_YEAST"	"YEAST"	116146.25	155578.47	156433.34	212805.39	106341.66	107343.45	137941.45	0	0	53064.64	0	0	55855.445	29410.432
"sp|P31116|DHOM_YEAST"	"YEAST"	10391524	10534419	11052108	9268338	9668360	9783200	9724201	4964926.5	4966754	4990628	5050784.5	5349044	5010847.5	5185520.5
"sp|P31373|CYS3_YEAST"	"YEAST"	7991477	9113048	7555816	8628168	7102768	8090018.5	6876181.5	5130139.5	5074887	4668857.5	4287474	3975733.5	4862858	4905179
"sp|P31374|PSK1_YEAST"	"YEAST"	319804.47	391352.78	419757.12	353159.9	335357	390314.12	344072.38	63109	154874.62	117503.14	78177.93	0	177129	43204.15
"sp|P31377|STX8_YEAST"	"YEAST"	41290.47	29668.191	29653.09	29051.162	24056.486	30368.086	35411.67	0	0	0	0	0	0	0
"sp|P31380|FUN30_YEAST"	"YEAST"	212558.88	41954.914	83360.92	52038.188	44112.184	61284.695	62432.703	21847.428	37003.29	23468.049	0	133703.44	10454.834	22660.855
"sp|P31381|FUN26_YEAST"	"YEAST"	54592.39	116349.63	57157.742	58813.586	114521.45	108845.49	64105.7	42910.54	34758.58	17304.787	0	0	43264.582	28541.229
"sp|P31382|PMT2_YEAST"	"YEAST"	2104753.2	1250107.6	2150333.5	1074218.6	2239654.5	2214540.8	2070998.5	709967	711768.25	1292303.9	555546.4	599994.25	1138385	547541.9
"sp|P31383|2AAA_YEAST"	"YEAST"	4171454.2	3034020.2	2381889	3044517.5	2182336.2	2317012	2362648.5	2184861.8	1296054	1351882.1	1061738.4	1243715.1	1003528.25	1379863.6
"sp|P31384|CCR4_YEAST"	"YEAST"	834743.44	833792.94	926396.5	824537.56	873735.56	747790.5	811280	404821.1	461376.34	411132.1	394137.38	409218.38	455152.66	418527.4
"sp|P31385|DEP1_YEAST"	"YEAST"	151511.73	113997.39	84184.66	120392.47	27584.47	75435.31	25176.174	0	0	0	0	0	69326.914	8446.031
"sp|P31412|VATC_YEAST"	"YEAST"	4074788.2	3408403.8	3977132.2	2891709	3464665.5	1883780.4	3512627.5	2128372	2331365.2	2521913.5	1719026	2298029.2	1625824.9	2262980
"sp|P31539|HS104_YEAST"	"YEAST"	22560728	24146544	24157014	22243954	22990024	24402456	22143602	11752088	12807846	12553594	13966901	13413938	12506428	12474553
"sp|P31688|TPS2_YEAST"	"YEAST"	5614393.5	5705359	5803681.5	5325320.5	5179755	5318076.5	5286526.5	3240499.8	3018082.8	3171669.8	3002123.2	2804092.8	3130619.2	2841968.2
"sp|P31755|OCH1_YEAST"	"YEAST"	78858.88	119517.914	137826.11	78743.55	92007.125	83189.734	80733.836	39008.887	48899.715	64325.11	23705.586	44779.684	47050.688	35063.176
"sp|P31787|ACBP_YEAST"	"YEAST"	2855932.2	2951471	2902083.5	3131396	2898767.8	2804804	2947949	1630352.4	1451160.6	1468666.9	1429476.1	1426507.2	1437134.8	1486623.4
