"Protein"	"Organism"	"AA_1.Intensity"	"AA_2.Intensity"	"AA_3.Intensity"	"AA_4.Intensity"	"AB_1.Intensity"	"AB_2.Intensity"	"AB_3.Intensity"	"AB_4.Intensity"	"AG_1.Intensity"	"AG_2.Intensity"	"AG_3.Intensity"	"AG_4.Intensity"	"BA_1.Intensity"	"BA_2.Intensity"	"BA_3.Intensity"	"BA_4.Intensity"	"BB_1.Intensity"	"BB_2.Intensity"	"BB_3.Intensity"	"BB_4.Intensity"	"BG_1.Intensity"	"BG_2.Intensity"	"BG_3.Intensity"	"BG_4.Intensity"
"sp|P11154|PYC1_YEAST"	"YEAST"	121028140	189531680	277700100	319253950	0	197991140	255431040	293102180	224250800	141017570	299281540	294445380	0	0	0	0	15077130	0	10414346	66247790	9009098	0	71337790	0
"sp|P11353|HEM6_YEAST"	"YEAST"	0	0	122173670	76245256	24686574	12574065	194083470	73942630	66986040	83270190	81717260	0	22052986	0	14913463	0	0	34209804	47414890	14901798	0	0	0	0
"sp|P11412|G6PD_YEAST"	"YEAST"	3865470500	2280334300	2403081200	2122901500	4411074600	2239115300	2343387000	1972281700	4619263000	2488959200	2394846200	2754103000	761144960	840867200	968053600	824910500	804455550	715856200	824345860	910142200	723749250	793798500	923669060	732345600
"sp|P11433|CDC24_YEAST"	"YEAST"	19391884	0	3447829.8	8053319.5	650068.06	3888791.8	8813710	0	0	1230344	0	23991562	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P11484|SSB1_YEAST"	"YEAST"	3558312200	3214402600	4162428200	4079403000	3151491600	4055543300	3795837700	3858713600	3319610600	3829228800	4008231000	3320241200	536529400	2313954300	2290991400	1777505200	1804359400	2382441200	2175275000	320969300	1682217600	1907564300	2202411500	1958194000
"sp|P11491|PPB_YEAST"	"YEAST"	152124160	226986980	212324350	80977110	120205530	108633780	290598500	116563520	115903440	129251200	155766900	93440440	90684530	54073944	25833104	39703184	7974963	31938594	37383580	30457110	47271890	10090336	22298804	29839804
"sp|P11632|NHP6A_YEAST"	"YEAST"	650277300	758369200	731659970	772358460	652111170	721269100	550076100	642690240	641570700	648552640	716723260	658410750	0	376801020	332224960	0	329847800	0	0	0	347581630	0	367893760	0
"sp|P11633|NHP6B_YEAST"	"YEAST"	0	0	0	464946560	518156600	0	390585500	591660500	0	547744900	423296350	0	0	0	0	0	199869710	0	0	0	0	0	0	118423080
"sp|P11655|SEC12_YEAST"	"YEAST"	159882820	0	169738880	0	0	0	97066040	0	118520930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P11709|BIK1_YEAST"	"YEAST"	1583065.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P11745|RNA1_YEAST"	"YEAST"	1337009400	988756350	1296667800	1333208800	896267140	1039720260	1369491800	1042973760	840391100	914467200	1028493400	1052735500	480681340	231281150	450861800	476144000	368343260	347073400	341306530	361671070	349616350	276881120	438357500	292025630
"sp|P11746|MCM1_YEAST"	"YEAST"	0	0	0	0	175105860	0	0	0	0	213953020	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P11792|SCH9_YEAST"	"YEAST"	86542440	65791476	0	0	151381220	0	0	293385100	0	67342300	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P11914|MPPA_YEAST"	"YEAST"	57923380	8138005	18313360	0	3570147.8	5445900	0	0	3704515.5	0	2559028.8	0	0	98686140	0	0	0	0	0	0	0	0	0	0
"sp|P11938|RAP1_YEAST"	"YEAST"	82140270	12589233	82120680	83956920	48312236	78119310	81128370	80531220	86741540	95498376	19783072	101453700	38876336	20967658	23813678	7110328.5	29735928	28849622	0	5611951	10300220	46400980	7390262.5	7913631.5
"sp|P12383|PDR1_YEAST"	"YEAST"	0	4137958.8	21560626	0	0	15810187	0	0	16885666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P12385|ERF1_YEAST"	"YEAST"	817735550	810571700	1311644000	1123103700	724563800	1112371600	1220424400	1178551800	727084740	924478100	1047269600	776175700	271588770	297164800	520139700	590381060	222724420	476928540	384505820	530000700	428534940	519989100	396337920	239742600
"sp|P12611|WHI2_YEAST"	"YEAST"	11068129	36058010	55232776	28202962	53387424	0	43310616	23007580	36837990	49031990	0	30055848	14681787	19469128	19694616	0	10685921	19157922	16138947	5735502.5	22240260	18190640	0	0
"sp|P12612|TCPA_YEAST"	"YEAST"	738159200	2958030600	949030850	3216298200	814285900	3439168500	2855297000	2742739500	2732684000	3374511000	2710436400	2311566600	184099550	184366670	2715863000	229373980	163611890	255877180	322431600	306781150	267462740	356316740	161882100	95751220
"sp|P12683|HMDH1_YEAST"	"YEAST"	0	0	11186513	0	0	0	0	12334674	0	12679636	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P12684|HMDH2_YEAST"	"YEAST"	38214260	22720142	8313941.5	22997550	17499420	12612367	17572218	19296712	44648120	11216142	0	15214745	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P12688|YPK1_YEAST"	"YEAST"	169683040	245786260	269899100	371399000	182530060	283506020	218205440	246527170	262710370	405656000	248396850	314718620	46867070	17109018	28506244	88276630	14094338	40195696	32298868	102436970	60332530	44526910	25365642	19029982
"sp|P12695|ODP2_YEAST"	"YEAST"	1383917300	1483486600	1378446800	1463973400	1548570100	1694209500	1738806900	1375890800	1318053900	1634644000	1248359300	1229991300	873622900	844002240	495054000	605787100	303525470	365337400	292214900	529202560	476530620	471178370	516616400	696115460
"sp|P12709|G6PI_YEAST"	"YEAST"	42140110000	35098317000	43181277000	40343770000	36813705000	39438120000	45895670000	38283354000	35233235000	34602988000	44527220000	42506890000	16929464000	17360112000	16401857000	17790400000	14960273000	19227490000	16460289000	17926609000	16303560000	14297988000	20143184000	19666106000
"sp|P12754|EI2BD_YEAST"	"YEAST"	12205212	12811760	38663900	10799611	10137336	10966311	63734584	2282226.5	45222120	35061892	0	13386528	0	4776740.5	0	47805744	0	4053070.2	0	0	16284434	4272210	4257667	0
"sp|P12868|PEP5_YEAST"	"YEAST"	26855532	13420126	0	0	10156457	0	0	0	0	0	0	0	13808132	0	0	0	22878744	0	0	0	0	0	0	0
"sp|P12904|AAKG_YEAST"	"YEAST"	0	334154270	0	85660616	0	375779100	27920804	16599949	404152060	2784962.5	94198936	16474424	0	319729900	5946782	0	0	0	0	86232740	337495940	0	0	0
"sp|P12945|NAT1_YEAST"	"YEAST"	255959800	312903580	257219000	358225540	173910610	235031780	192698190	146833180	238096370	386206400	209477840	230403710	56774496	70930936	84562210	56906520	39629384	75450880	43782870	77565530	31650238	131020540	51841884	24643730
"sp|P12962|CAF20_YEAST"	"YEAST"	156210600	162905570	143029660	152745710	120356300	114911080	115816160	66340428	153126800	126210150	108024290	86398540	35581120	88135500	36995496	0	0	0	0	24507670	39118770	37815370	29126012	0
"sp|P13130|SS100_YEAST"	"YEAST"	10273945	10999829	3927460	0	11820115	0	3224212.2	3754645.5	13697810	0	3095920	5680619	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P13185|KIN1_YEAST"	"YEAST"	0	2698712.5	0	0	0	0	0	0	4616181.5	14326891	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P13186|KIN2_YEAST"	"YEAST"	6952512	4267410.5	0	0	3940102.5	0	0	0	1678254.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P13188|SYQ_YEAST"	"YEAST"	1370258300	1869888000	2204137700	2198199300	1242234800	1842843300	1855212400	1794729300	1490991500	1786365000	1939667200	1528871000	436392500	683435000	778606700	671670600	544315100	120186600	572725060	644928600	606953860	633858750	845094300	500934940
"sp|P13259|PCY1_YEAST"	"YEAST"	0	0	26029768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P13298|PYRE_YEAST"	"YEAST"	1002898500	434951940	1078221800	998183200	863425000	542774700	1037005760	609986800	473452350	862559740	1082789500	461802370	1025366850	164544400	244675230	54509936	587853200	708007230	422982700	191843650	836216450	320540830	80691320	65445324
"sp|P13382|DPOLA_YEAST"	"YEAST"	4177943.2	187482260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P13393|TBP_YEAST"	"YEAST"	13791472	0	0	3895480.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P13517|CAPZB_YEAST"	"YEAST"	788177300	760671550	332460670	191475970	778971300	679408700	835305800	209247800	672996800	1003080600	780690300	467943600	666355500	546528260	504305280	54190780	103785580	438773470	334291620	55580360	478454430	728852540	100336400	59752320
"sp|P13574|STE12_YEAST"	"YEAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P13586|ATC1_YEAST"	"YEAST"	223182720	215710190	98565470	152766450	158153660	182554620	273956580	62235810	198225150	269506900	55543644	74570850	0	20590288	41396384	0	22512180	27801452	13370798	6939696.5	2212190.2	8210805	0	3724860.5
"sp|P13663|DHAS_YEAST"	"YEAST"	3656644900	3459910700	4267320600	2544334000	3080783000	3444145700	3864449500	2696632300	3275315200	3628463900	3184907500	3153854700	1529757400	1437900200	1475713800	1858281200	1275264300	1609274900	1791120600	1071042560	1453133400	1621690800	1723779200	1134287900
"sp|P13856|RSR1_YEAST"	"YEAST"	24708728	28654104	28739884	0	26875720	22808084	0	0	26862104	29895482	0	0	0	0	15143143	12876073	11737153	11741324	0	8759035	13813948	0	0	0
"sp|P14020|DPM1_YEAST"	"YEAST"	3064988200	2974314000	3078753000	3181447700	2873000200	3405410800	3349795600	2971167200	2881177300	3293013200	3243191800	2256982000	2452629500	1682682100	1979895400	1977452200	679694850	1301554000	1378939900	654427400	1652669700	1752347300	1509731600	703587600
"sp|P14065|GCY1_YEAST"	"YEAST"	454845250	265892740	294850560	179767230	315301760	306996800	249709630	174469800	359161340	120891810	270276000	198306190	49813860	80995040	101879610	49581810	83845170	85583100	54620590	78109970	89168380	93124870	49584784	72724350
"sp|P14120|RL30_YEAST"	"YEAST"	3107904000	2984332500	3899766800	3955408600	3449181200	3632351500	3249353500	3815376000	3491987700	3750139100	3684595000	3367109400	2032642800	1817988400	1781960600	1837063400	1831561000	1966704400	1812839600	1533275100	1772706000	1786202900	1916779400	1576549100
"sp|P14126|RL3_YEAST"	"YEAST"	23089330000	23508610000	23110850000	22129068000	21851623000	22835063000	26828263000	21729296000	21896815000	21810672000	23517039000	21972517000	9174337000	10235617000	11390129000	9392264000	7962374700	9608724000	10540457000	9249593000	10530498000	10011743000	11905440000	8983651000
"sp|P14164|ABF1_YEAST"	"YEAST"	87581500	50259310	62844164	20003400	33893480	34544160	42490336	106165730	7385491.5	66396816	31362240	47937170	5883260.5	6521381	13831446	10501187	4541389.5	17506098	5105026.5	6976199.5	0	16065460	13488005	7436814
"sp|P14306|CPYI_YEAST"	"YEAST"	555380400	574613060	540663600	441821630	304675800	497783780	378178530	243928050	530585060	320288450	301830180	304860260	267563220	219807150	206731600	113890936	229102690	76666856	54019972	86867900	191775650	87273250	104732600	80601224
"sp|P14540|ALF_YEAST"	"YEAST"	99710690000	92024520000	107219780000	117266970000	105201420000	111835380000	103808010000	110282190000	96329040000	104718910000	125550890000	108182240000	49101713000	61660676000	60460585000	63521214000	58999595000	53316090000	62041797000	61077635000	48320920000	62312690000	64290558000	53211992000
"sp|P14682|UBC3_YEAST"	"YEAST"	0	0	0	5963774.5	0	0	0	0	0	0	0	45655360	0	0	0	0	0	0	0	36518588	0	0	0	0
"sp|P14693|SAM35_YEAST"	"YEAST"	0	0	0	6564308	7186157.5	0	5815074	0	4317784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P14741|EI2BA_YEAST"	"YEAST"	0	16385923	0	0	8274138.5	0	0	2388155.2	3345572	7360439.5	0	3701474.5	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P14742|GFA1_YEAST"	"YEAST"	1201610900	1314945000	1354915500	1084645500	1555330800	1511761200	1549712800	1498431700	1682506600	1406151400	1200109700	1261136900	681068400	638560960	536046300	353289300	661736100	528970700	598504450	574417600	447300500	472551100	325037380	210663540
"sp|P14743|NMT_YEAST"	"YEAST"	207919800	54103930	143046270	154695380	71671320	35856104	183426620	118620830	79151380	80989570	95304936	126297360	27967140	0	22260460	17965374	18727672	0	28282944	22973044	9749634	0	0	43181120
"sp|P14747|PP2B2_YEAST"	"YEAST"	277874460	113661850	157595780	234248370	136711330	261808940	306433150	284915780	279642180	298319000	241228660	263923230	65107264	103464360	32364050	79319820	99114930	93252744	0	298337440	142454320	43383084	11129340	10011834
"sp|P14772|BPT1_YEAST"	"YEAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P14832|CYPH_YEAST"	"YEAST"	28050952000	26240186000	27206472000	29895412000	2.6037e+10	26600880000	28370580000	28475376000	26817765000	25737613000	29175783000	29361322000	13973977000	14263051000	15267619000	15630131000	13985746000	14314715000	15638503000	15768436000	13689484000	13324320000	15890957000	16426940000
"sp|P14843|AROF_YEAST"	"YEAST"	567043650	392246940	465446340	583703230	571620100	567455400	605785400	649331500	447866300	620233900	520253400	472968830	128445960	142985740	223483650	351144030	130082610	193865870	303743520	287414240	108778300	256338720	302000320	347863780
"sp|P14904|AMPL_YEAST"	"YEAST"	75270104	201496210	69579990	22825474	129850860	99225880	51477056	24623248	78595110	124121100	132821330	80643350	0	5958166	13505689	0	0	0	56827236	0	7799962	0	0	21045820
"sp|P14906|SEC63_YEAST"	"YEAST"	384833470	382858660	454836060	248210850	407940800	325343600	364887420	386430240	250393580	377952580	277878300	286347360	147668160	133176740	102841600	108812870	142787920	156252850	83384370	104491990	113899840	89099384	76001224	90506140
"sp|P14907|NSP1_YEAST"	"YEAST"	456347200	758797250	518202700	715356540	370566080	638393700	528699460	88809464	441066270	510464320	122477700	141912560	31251416	101738830	82954020	450413.22	89205840	78135340	0	15388793	4370986.5	47218670	6813024.5	0
"sp|P14922|CYC8_YEAST"	"YEAST"	124196120	484912100	75941224	101856720	124943144	91523976	139828290	291910200	137586450	59789930	65441090	285016200	199904270	12188856	0	0	18484438	0	0	0	22980924	0	0	0
"sp|P15019|TAL1_YEAST"	"YEAST"	9144145000	11038214000	11680746000	12227377000	10549150000	11512906000	11869363000	11003457000	11028219000	11279458000	11209473000	11220779000	5167563000	4532135000	5542642000	5162412000	4603414000	5045654500	5056080000	4985677300	5448326700	6537207300	4717465600	4508678700
"sp|P15108|HSC82_YEAST"	"YEAST"	57553740000	58261470000	62055240000	63247600000	56854150000	55050764000	61126460000	59469060000	55567417000	59541836000	57205883000	59278980000	28645583000	29280948000	29875479000	30647792000	26635885000	30149950000	30954090000	28263817000	28040253000	30424093000	26767983000	27082380000
"sp|P15180|SYKC_YEAST"	"YEAST"	3277182000	3195024000	3445446100	3928635400	3392522500	3302630400	2859165400	3956147500	2967047700	3247647200	3371474700	3503833600	1880365000	1463472000	1299257600	1686461800	1188335000	1280914700	1310673800	1429702400	1106095200	1406836000	1408022300	1249760300
"sp|P15274|AMPD_YEAST"	"YEAST"	283088740	312170500	186673120	242566420	414536030	274163460	151799500	388127260	285639330	229408590	232894020	143748480	99462010	31590132	56551816	17318870	58360084	61291564	57301440	24157466	83054184	82750690	5151155.5	44244424
"sp|P15303|SEC23_YEAST"	"YEAST"	1190361700	1373030300	1542875300	1345298200	1113481500	1559826000	1617157600	1317162500	1283347800	1325461100	1258543500	1180105900	503013570	499020400	362394000	432856860	620702000	505686800	426594620	301750820	452829820	353902820	360878980	463919040
"sp|P15367|SEC11_YEAST"	"YEAST"	27140392	0	9416423	0	10848480	0	7564889.5	0	10244465	0	0	0	0	0	0	0	7867857.5	0	0	0	0	0	0	0
"sp|P15424|MS116_YEAST"	"YEAST"	0	27328980	23645558	53422988	49606964	64760444	30849376	58399810	46716530	61804384	0	72652480	11164097	0	0	11427412	0	14382540	6977908.5	16840036	0	26372404	3747623.5	0
"sp|P15442|GCN2_YEAST"	"YEAST"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sp|P15454|KGUA_YEAST"	"YEAST"	1900999400	1887296300	1683016200	2172806700	1901283500	1869552400	1956507000	1981534500	1909661600	1996041000	2141788300	2099262200	888627600	749671360	806206400	943060740	668639700	590018700	825899300	959887600	649840200	794564500	837680260	821670000
"sp|P15496|IDI1_YEAST"	"YEAST"	302034270	296751230	207259360	139435460	175524700	165759780	231024080	146903200	172322200	121350450	225044270	171567540	25522004	22261756	21642750	50696704	53114850	15780705	13120037	0	45611370	45176450	0	24779088
"sp|P15565|TRM1_YEAST"	"YEAST"	24336630	58898276	68831960	36754580	71860770	127316220	53879680	102029070	111346720	112550740	93650930	103891550	4403584.5	6342140.5	0	0	7720128	16646945	0	10898942	4434377.5	14196765	9205571	3739030.5
"sp|P15624|SYFB_YEAST"	"YEAST"	2238462000	2393244700	2511789800	2360097500	2065547500	2024291200	2160685800	2024688300	2067023000	1955509100	2305623000	1802317000	1073653100	797253900	876654340	840165440	599638400	549473100	917128960	798831600	560369500	775263600	893711170	826363600
"sp|P15625|SYFA_YEAST"	"YEAST"	1775887400	1513467300	1794499100	1749585300	1612563100	1671082400	1701230500	1358876200	1636759000	1780766200	1793988500	1586471400	715162240	735509600	507572000	497057630	568460500	468434200	362702050	651669950	701242560	527638720	679092540	456159140
"sp|P15646|FBRL_YEAST"	"YEAST"	2294929200	2179404000	2002716000	2650913300	2241164300	2334441700	2038274400	1859090000	2229241900	2257026300	1948712000	2234628600	715658900	627591940	653618560	482153500	682369200	769857500	693244100	543672900	631507100	434005540	666251650	661107700
"sp|P15700|KCY_YEAST"	"YEAST"	159468800	121743890	152113980	74406584	159410700	201309540	167780060	87550264	183267140	155253980	141944690	150878220	21436574	57067350	39150480	0	56944364	69023600	58506500	53866670	39521836	65573668	19070120	55039730
"sp|P15703|BGL2_YEAST"	"YEAST"	778781200	580398000	822439800	800844350	508414100	699267460	813266000	487180100	561613800	370867330	540300540	389103970	175546340	169436850	267367120	188697970	0	192513800	100226010	287822850	199836660	272885280	306441500	257662130
"sp|P15705|STI1_YEAST"	"YEAST"	5053527000	5703624000	5279786500	4905122000	5113990000	4759979000	6286452700	5330610700	5019897000	5202224000	5300896300	5264353300	2731854800	2126195200	2595474000	2425020400	2163772000	2306728000	2533492700	2247784000	2308487400	2248118500	2482093800	1576326000
"sp|P15731|UBC4_YEAST"	"YEAST"	1216281500	1060163460	1073134300	1061101900	1042929100	862251260	1024572160	157382640	953589100	957255800	898857860	365705470	634767300	454572030	515194750	476862720	439548860	0	279201440	0	201528210	476270000	203251470	0
"sp|P15790|CSK21_YEAST"	"YEAST"	45241016	76273660	46542628	60062036	47029936	44536440	21788138	0	99761780	40437816	14038533	0	0	61915544	0	0	0	28742338	0	0	33221134	0	0	0
"sp|P15873|PCNA_YEAST"	"YEAST"	947368900	593315000	1120420100	842700700	921527200	834385200	1021936500	723492100	782088100	715186240	445308220	777998800	561756860	366871500	429651230	255372930	258919300	284514080	155633440	271664930	514382820	490474460	297020000	250582750
"sp|P15891|ABP1_YEAST"	"YEAST"	5081941500	4802578000	4751765000	4818826000	4512900600	4973676500	6549553000	3994135600	4334305000	4864153600	4823122000	5789995000	1997835600	1846836600	3569015300	3466006500	2035632900	2208990000	2163753500	3554876200	3473936600	2189246500	3547863600	1686379100
"sp|P15992|HSP26_YEAST"	"YEAST"	25032432000	23074664000	24582046000	25672010000	23509807000	23226860000	24032766000	23026620000	23341230000	23442876000	23868172000	23866155000	13167110000	10193406000	11877005000	10829794000	9571868000	12317094000	10606917000	11815570000	9449161000	12092959000	10845676000	10578367000
